name,website,investor_count,funding_count,funding_last_type,funding_last_date,valuation_date,revenue_year,funding_total_numeric_millions,funding_last_numeric_millions,valuation_numeric_millions,revenue_total_numeric_millions
Queenly,https://queenly.com,17,7,Incubator/Accelerator - II,2024-04-19,,,9.49,13.0,,
Olive Diagnostics,https://olive.earth,10,6,Incubator/Accelerator - II,2023-12-01,,,7.3,13.0,,
Delysium,https://delysium.com,10,2,Corporate Minority,2023-06-27,,,10.0,13.0,,
PassionFlix,https://passionflix.com,7,6,Unattributed - V,2022-08-30,,,22.53,9.41,,
Halo Investing,https://haloinvesting.com,7,4,Series C,2021-10-12,,,116.82,100.0,,
Bicara Therapeutics,https://bicara.com,17,5,IPO,2024-09-13,,,313.0,362.0,,
Plentina,https://plentina.com,13,5,Seed VC - II,2021-11-15,,,4.68,2.21,,
OM1,https://om1.com,7,6,Series D,2021-07-16,,,176.25,85.0,,
defi SOLUTIONS,https://defisolutions.com,1,2,Series C,2018-01-19,,,55.53,55.0,,
FleetOps,https://fleetops.ai,24,7,Series A,2022-08-01,,,7.81,13.0,,
ZET,https://zet.technology,1,5,Incubator/Accelerator,,,,26.0,13.0,,
Mustard,https://mustard.ie,1,1,Seed VC,2016-11-16,,,0.42,0.42,,
Pngme,https://pngme.com,17,5,Series A,2021-08-11,,,18.0,15.0,,
Atlar,https://atlar.com,6,1,Seed VC,2022-11-08,,,5.0,5.0,,
Acceldata,https://acceldata.io,8,5,Series C - II,2023-10-10,,,105.56,10.0,,
Outer,https://liveouter.com,33,6,Unattributed VC - II,2022-10-01,,,64.8,13.0,,
Picterra,https://picterra.ch,10,7,Unattributed,2024-10-08,,,10.0,13.0,,
Big Health,https://bighealth.com,14,4,Series C,2022-01-19,,,129.3,75.0,,
Rimsys,https://rimsys.io,5,5,Loan,2024-09-11,,,25.6,5.0,,
Strangeworks,https://strangeworks.com,14,3,Series A,2023-03-21,,,28.0,24.0,,
Oddle,https://oddle.me,7,4,Series A - II,2022-05-18,,,9.21,5.0,,
Skims,https://skims.com,7,4,Series C - II,2023-10-02,2023-07,2023,723.58,59.58,4000.0,750.0
ClientSuccess,https://clientsuccess.com,11,4,Loan,2020-04-13,,,3.68,0.68,,
Saporo,https://saporo.io,5,5,Biz Plan Competition,2024-02-26,,,7.15,13.0,,
Sevco Security,https://sevcosecurity.com,8,4,Incubator/Accelerator,2023-07-12,,,38.75,13.0,,
Mapbox,https://mapbox.com,10,7,Series E,2023-09-19,2015-06,,505.57,280.0,203.0,
Akkio,https://akkio.com,2,2,Series A,2023-07-26,,,18.0,15.0,,
Coris,https://coris.ai,6,2,Seed VC,2024-02-01,,,4.2,3.7,,
Scrut,https://scrut.io,9,3,Series A,2024-02-14,,2023,20.5,10.0,,0.8714700000000001
Pipedream,https://pipedream.com,5,2,Series A,2022-05-17,,,20.12,20.0,,
Ruangguru,https://ruangguru.com,10,8,Series D,2021-04-19,2019-12,,212.5,55.0,540.0,
3Bee,https://3bee.com,8,7,Incubator/Accelerator - III,2023-11-03,,,8.95,13.0,,
ZEBEDEE,https://zebedee.io,14,3,Series B,2022-06-09,,,46.5,35.0,,
Wyebot,https://wyebot.com,6,7,Series A - II,2023-08-04,,,20.32,2.4,,
Trusted,https://usetrusted.com,9,3,Acquired,2018-07-30,,,2.1,13.0,,
BasicBlock,https://basicblock.io,15,9,Unattributed VC,2023-08-01,,,84.33,2.0,,
11Sight,https://11sight.com,4,5,Seed,2021-10-05,,,1.46,0.03,,
Infogrid,https://infogrid.io,14,6,Series B - II,2024-04-22,,,148.5,13.0,,
Gradia Health,https://gradia.com,11,3,Seed VC - II,2023-07-12,,,4.33,4.2,,
Landmark Health,https://landmarkhealth.org,6,7,Acquired,2021-02-21,,,60.9,13.0,,
Kapwing,https://kapwing.com,12,4,Incubator/Accelerator,2020-09-01,,,14.4,13.0,,
Tines,https://tines.com,8,5,Series B - III,2024-04-24,2021-04,,146.1,50.0,300.0,
Wirepas,https://wirepas.com,10,6,Series D - II,2023-10-31,,,58.19,22.0,,
Aerones,https://aerones.com,16,9,Grant - II,2023-12-28,,,90.7,5.1,,
Resend,https://resend.com,9,3,Seed VC,2023-07-18,2023-04,,3.5,3.0,25.0,
Mosyle,https://mosyle.com,6,5,Series B - II,2022-05-04,,,247.05,196.0,,
AltoVita,https://altovita.com,2,1,Series A,2022-12-02,,,9.5,9.5,,
Qodo,https://qodo.ai,9,4,Series A,2024-09-30,,,51.0,40.0,,
Delphinus Medical Technologies,https://delphinusmt.com,8,10,Debt - II,2024-04-05,,,122.01,5.28,,
INURU,https://inuru.com,7,7,Unattributed VC,2023-10-19,,,12.79,10.0,,
Upstream,https://upstream.auto,18,10,Series D,2024-04-10,,,103.5,13.0,,
hiyacar,https://hiyacar.co.uk,3,1,Seed VC,2018-10-31,,,6.37,6.37,,
ClusterTruck,https://clustertruck.com,3,7,Convertible Note - III,2021-06-16,,,22.73,0.22,,
beoble,https://beoble.io,15,7,Seed VC - III,2024-07-15,,,12.05,3.0,,
LearnLux,https://learnlux.com,17,11,Series A - III,2024-07-23,,,29.2,5.0,,
SuperCede,https://,1,5,Acquired,1999-01-25,,,26.0,13.0,,
Superpedestrian,https://superpedestrian.com,20,12,Dead,2023-12-15,,,243.28,13.0,,
Iris Automation,https://irisonboard.com,16,9,Acquired,2023-10-24,,,35.83,13.0,,
Astronomer,https://astronomer.io,41,16,Incubator/Accelerator - III,2024-04-19,,,283.26,13.0,,
Opontia,https://opontia.com,13,4,Series A,2021-12-08,,,62.0,13.0,,
Embr Labs,https://embrlabs.com,21,22,Debt - II,2023-05-03,,,73.81,35.0,,
Electric,https://electriccalifornia.com,1,5,Acquired,2022-01-14,,,26.0,13.0,,
CannaSoul Analytics,https://cannasoul.co.il,2,2,Corporate Minority,2023-11-02,,,4.0,4.0,,
Virohan,https://virohan.com,32,10,Series A - IV,2024-02-21,,,13.13,1.8,,
TrustInSoft,https://trust-in-soft.com,3,3,Incubator/Accelerator,2022-06-23,,,6.77,13.0,,
AdaSwap,https://adaswap.com,11,1,Seed VC,2022-03-02,,,2.6,2.6,,
Sweet Security,https://sweet.security,6,3,Series A,2024-03-06,,,45.0,33.0,,
Spacemesh,https://spacemesh.io,17,3,Series A,2018-09-06,,,18.0,15.0,,
Sure,https://sureapp.com,17,6,Series C,2021-10-05,,,123.12,100.0,,
CLAIR,https://clair.se,1,4,Corporate Minority - III,2004-07-15,,,1.5,0.28,,
Visolis,https://visolisbio.com,15,13,Grant - IX,2024-07-30,,,24.81,2.25,,
Tangibly,https://tangibly.com,17,3,Seed VC,2023-07-11,,,8.5,6.5,,
Vui App,https://vuiapp.vn,14,4,Seed VC - III,2022-08-03,,,9.53,6.4,,
DNABlock,https://dnablock.com,18,2,Seed VC - II,2022-03-01,,,8.2,7.0,,
Retool,https://retool.com,16,6,Series C - II,2022-07-28,2021-12,2020,140.12,45.0,1850.0,10.0
Waymark,https://waymark.com,9,6,Loan,2020-04-12,,,6.88,0.68,,
mParticle,https://mparticle.com,28,10,Series E,2021-10-05,,,272.86,150.0,,
DevZero,https://devzero.io,4,2,Series A,2023-01-24,,,26.0,21.0,,
SupPlant,https://supplant.me,10,6,Series C - II,2023-03-29,,,65.83,10.83,,
Smartcat,https://smartcat.com,8,6,Series C,2024-09-10,,,67.4,43.0,,
ShopShops,https://shopshopslive.com,14,7,Series B - II,2022-06-08,,,49.21,14.11,,
Griptape,https://griptape.ai,1,3,Unattributed,2023-09-14,,,14.64,12.54,,
Stellar Labs,https://stellar.aero,6,5,Series A,2017-10-05,,,38.55,26.3,,
greenlight,https://glboil.com,1,5,Incubator/Accelerator,2023-03-01,,,26.0,13.0,,
Acorai,https://acorai.com,19,16,Incubator/Accelerator - VII,2024-05-29,,,19.3,13.0,,
Podium,https://podi1.com,1,5,Other Investors,,,,26.0,13.0,,
RightBound,https://rightbound.com,6,3,Series A - II,2022-03-15,,,29.5,15.5,,
Mobile Data Labs,https://mileiq.com,5,4,Unattributed,2021-09-29,,,14.7,0.7,,
Treggo,https://ar.treggo.co,10,4,Seed VC,2022-07-21,,,2.8,1.7,,
HeyJobs,https://heyjobs.co,6,2,Series B,2022-03-24,,,59.0,47.0,,
Beep,https://thisisbeep.com,11,5,Dead,2015-11-13,,,5.02,13.0,,
Nawah Scientific,https://nawah-scientific.com,9,7,Series A,2022-02-02,,,3.15,1.0,,
Metaview,https://metaview.ai,16,2,Series A,2024-03-28,,,13.0,7.0,,
AppsFlyer,https://appsflyer.com,8,5,Series D - II,2020-11-24,2020-01,,303.1,10.0,1600.0,
zkMe,https://zk.me,9,2,Seed VC,2024-08-20,,,6.0,4.0,,
Archbee,https://archbee.com,4,3,Series A,2022-02-16,,,3.13,2.0,,
Duality,https://duality.ai,5,4,Incubator/Accelerator - II,2024-04-04,,,0.12,13.0,,
Vega,https://vega.xyz,23,2,Seed VC - II,2021-03-18,,,10.0,5.0,,
aCommerce,https://acommerce.asia,14,8,Series D,2020-01-14,,,118.8,15.0,,
Voxel51,https://voxel51.com,10,6,Series B,2024-05-16,,,46.87,30.0,,
Credgenics,https://credgenics.com,19,4,Series B,2023-08-09,2021-08,,78.6,50.0,100.0,
SingleOps,https://singleops.com,4,4,Growth Equity,2022-07-12,,,82.6,74.0,,
Eligo Bioscience,https://eligo.bio,8,7,Series B,2023-12-05,,,53.71,29.69,,
Cosmo Tech,https://cosmotech.com,12,5,Series C,2023-01-23,,,24.24,13.0,,
Prevedere,https://prevedere.com,14,15,Unattributed VC - II,2023-12-01,,,56.95,13.0,,
NeuralSpace,https://neuralspace.ai,7,4,Seed VC - II,2022-09-20,2022-02,,4.62,2.8,11.0,
WayRay,https://wayray.com,12,8,Bankrupt/Admin,2023-09-19,2018-09,,100.22,13.0,500.0,
NowPay,https://nowpay.cash,18,8,Incubator/Accelerator - III,2023-10-17,,,2.83,13.0,,
Echodyne,https://echodyne.com,15,9,Corporate Minority,2023-05-09,,,202.2,13.0,,
Branch International,https://branch.co,15,10,Debt - V,2019-04-08,,2019,260.76,100.0,,100.0
NEON,https://neondao.xyz,1,5,Other Investors,,,,26.0,13.0,,
AlphaPoint,https://alphapoint.com,10,9,Loan,2020-04-27,,2019,23.47,1.5,,10.0
Captain Experiences,https://captainexperiences.com,10,2,Seed VC - II,2023-03-14,,,4.0,2.0,,
Flow,https://flownetworks.io,1,5,Seed,2023-03-09,,,26.0,13.0,,
Signifyd,https://signifyd.com,19,8,Series E,2021-04-15,,2017,411.2,205.0,,75.0
Strava,https://strava.com,7,6,Series F,2020-11-16,,,179.85,110.0,,
Melonn,https://melonn.com,13,5,Series A - II,2022-10-03,2022-02,,27.59,0.96,100.0,
Mubert,https://mubert.com,1,5,Biz Plan Competition,2023-10-16,,,26.0,13.0,,
LongPath Technologies,https://longpathtech.com,6,8,Loan,2024-01-10,,,40.25,13.0,,
Embroker,https://embroker.com,17,7,Series C,2021-06-09,,2015,143.8,100.0,,0.02
Outmin,https://outmin.io,4,3,Seed VC - II,2023-06-04,,,4.35,2.14,,
EthonAI,https://ethon.ai,7,5,Series A,2024-05-30,,,24.64,16.54,,
SmileMD,https://smilemdsedation.com,1,3,Debt,2022-03-28,,,12.56,9.0,,
Alan,https://alan.com,19,9,Series F,2024-09-20,2022-05,2020,749.27,193.17,2846.46,60.35
SunCulture,https://sunculture.io,23,9,Series B - II,2024-04-02,,,68.6,27.0,,
Nimble Science,https://nimblesci.com,19,11,Incubator/Accelerator - IV,2024-03-07,,,2.02,13.0,,
Lattice,https://lattice.com,20,11,Series F,2022-01-19,2021-03,2019,330.32,175.0,1000.0,12.2
NEWPhotonics,https://newphotonics.co,1,5,Other Investors,,,,26.0,13.0,,
Trovata,https://trovata.io,7,5,Series B,2022-06-07,,,56.8,27.0,,
DeltaStream,https://deltastream.io,3,2,Series A,2024-09-17,,,25.0,15.0,,
Ampverse,https://ampverse.com,11,2,Series A,2022-03-29,,,12.0,12.0,,
Prenuvo,https://prenuvo.com,9,3,Series A,2022-10-18,,,71.8,13.0,,
Circular,https://circularapp.com,1,1,Seed,2012-06-26,,,0.02,0.02,,
HoneyBook,https://honeybook.com,26,12,Series E,2021-11-03,2021-05,,481.59,250.0,1100.0,
Scalable Capital,https://scalable.capital,10,7,Series E - II,2023-12-07,2021-06,2019,378.95,64.67,1400.0,7.93
FanUp,https://fanup.app,9,2,Seed VC - II,2021-12-08,,,5.0,4.0,,
Securden,https://securden.com,8,3,Series A,2022-04-13,,,11.7,10.5,,
Sennder,https://sennder.com,13,8,Series D - II,2021-06-01,2021-01,,310.02,80.0,1000.0,
DataPelago,https://datapelago.io,6,3,Series A,2024-10-01,,,55.75,47.0,,
Idle Smart,https://idlesmart.com,5,6,Series A,2023-09-21,,2022,7.55,4.39,,1.0
VitroLabs,https://vitrolabsinc.com,14,4,Angel,2022-05-05,,,46.13,0.13,,
Relation Therapeutics,https://relationrx.com,13,4,Seed VC - III,2024-01-19,,,61.3,35.0,,
DataStax,https://datastax.com,25,10,Secondary Market,2023-10-05,2022-06,,342.27,13.0,1600.0,
Koa Health,https://koahealth.com,9,3,Series A - II,2021-02-09,,,36.03,19.36,,
Tagboard,https://tagboard.com,14,8,Debt - II,2024-09-30,2022-11,,26.08,0.5,40.5,
Carsome,https://carsome.my,28,16,Loan,2024-09-16,2022-01,,665.22,46.49,1700.0,
QTUM,https://qtum.org,4,2,Crowdfunding,2017-03-23,,,16.6,15.6,,
yummy,https://yummy-town.com,9,5,IPO,2004-12-24,,,26.0,13.0,,
Carmoola,https://carmoola.co.uk,15,7,Debt,2024-09-30,,,314.55,134.09,,
watchTowr,https://watchtowr.com,4,3,Series A,2024-10-07,,,30.25,20.0,,
Aviva,https://avivacredito.com,14,4,Seed VC - II,2024-08-01,,,7.78,5.5,,
MoveEasy,https://moveeasy.com,7,5,Series A,2022-12-07,,,13.0,7.0,,
Ascent Integrated Tech,https://ascentitech.com,2,5,Biz Plan Competition,2024-08-28,,,26.0,13.0,,
SplashLearn,https://splashlearn.com,2,2,Series C,2021-02-09,,,25.0,18.0,,
baraka,https://getbaraka.com,16,7,Series A,2022-11-16,,,25.23,20.0,,
Buffer,https://buffer.com,22,3,Series A,2014-12-16,2011-12,,3.92,3.5,3.21,
Kidizen,https://kidizen.com,9,8,Debt - IV,2023-10-26,,,6.65,0.26,,
Tripp,https://tripp.com,30,6,Series A - III,2022-06-01,,,28.2,11.2,,
Tripleseat,https://tripleseat.com,5,5,Growth Equity - II,2023-04-27,,,7.5,13.0,,
Fairmarkit,https://fairmarkit.com,12,5,Series C,2022-09-01,,,77.89,36.0,,
Lemonada Media,https://lemonadamedia.com,10,4,Unattributed VC,2023-12-12,,,10.39,13.0,,
Stable,https://stableprice.com,11,4,Series B,2022-05-25,,,112.81,60.0,,
Keyzy,https://keyzy.com,5,1,Seed VC,2023-01-24,,,3.7,3.7,,
Virtru,https://virtru.com,16,8,Grant,2023-09-11,,,140.0,13.0,,
Roam,https://roam.co,9,2,Seed,2019-02-21,,,3.4,13.0,,
AltSchool Africa,https://altschoolafrica.com,10,2,Seed VC - II,2023-05-15,,,4.0,3.0,,
Garuda Therapeutics,https://garudatx.com,10,2,Series B,2023-02-03,,,134.12,62.12,,
ArchiPro,https://archipro.co.nz,4,2,Series A,2022-03-10,,,25.28,23.96,,
DevRev,https://devrev.ai,4,2,Series A,2024-07-25,,,150.0,100.0,,
YUBO,https://getyubo.com,2,1,Angel,2013-11-24,,,0.15,0.15,,
GuardKnox,https://guardknox.com,25,8,Series B,2021-12-01,,,45.9,24.9,,
Remix Therapeutics,https://remixtx.com,9,4,Series C,2024-01-03,,,211.0,60.0,,
CancerIQ,https://canceriq.com,7,7,Growth Equity,2024-08-21,,,23.87,13.0,,
Cumulus Digital Systems,https://cumulusds.com,6,4,Series A - II,2022-10-28,,,13.18,13.0,,
XR Games,https://xrgames.io,5,4,Series A,2022-07-11,,,13.61,7.0,,
Illuma,https://illuma.cx,11,6,Series A,2024-09-10,,,13.5,9.0,,
Soldo,https://soldo.com,13,9,Series C,2021-07-21,,,370.2,106.4,,
Instreamatic,https://instreamatic.com,5,6,Option/Warrant,2023-04-27,,,9.3,0.03,,
Sonoma Biotherapeutics,https://sonomabio.com,25,4,Corporate Minority,2023-03-28,,,365.0,30.0,,
BOLD,https://boldcm.eu,1,5,Acquired,2021-12-14,,,26.0,13.0,,
Qashier,https://qashier.com,7,4,Series A - II,2023-08-24,,,15.7,10.0,,
BotGuard,https://botguard.net,5,2,Series A,2024-03-13,2020-10,,13.7,13.11,6.01,
Unmind,https://unmind.com,10,6,Incubator/Accelerator,2024-03-19,,,60.94,13.0,,
Parfait,https://myparfait.com,11,2,Seed VC,2022-04-11,,,5.0,5.0,,
Griffin,https://grffn.io,1,5,Incubator/Accelerator,2019-09-18,,,26.0,13.0,,
Seebo,https://seebo.com,11,7,Acquired,2022-05-10,,,49.53,13.0,,
HyperComply,https://hypercomply.com,11,4,Seed VC - II,2022-09-01,,,10.38,6.4,,
GHGSat,https://ghgsat.com,13,10,Series C,2023-09-07,,,127.28,44.0,,
Verqor,https://verqor.com,13,6,Debt,2023-10-31,2022-06,,17.5,3.5,13.2,
Nowports,https://nowports.com,26,8,Series C,2022-05-24,,,239.55,150.0,,
LeadIQ,https://leadiq.com,10,5,Series B,2021-10-01,,2021,40.17,30.0,,10.0
EnCharge AI,https://enchargeai.com,13,3,Series B,2023-12-05,,,44.3,22.6,,
Splice,https://splice.com,22,6,Series D,2020-12-10,2019-03,,155.0,55.0,285.0,
Eyrus,https://eyrus.com,6,4,Series A,2022-02-16,,,12.75,12.0,,
Workit Health,https://workithealth.com,18,9,Series C,2021-10-21,,,135.08,118.0,,
Conta Simples,https://contasimples.com,17,8,Series B,2024-01-09,,,69.43,41.5,,
Trafi,https://trafi.com,7,4,Series C,2020-08-15,,,14.0,13.0,,
The Health Factory,https://thehealthfactory.in,6,2,Seed,2024-09-25,,,3.75,3.5,,
Allied Payment Network,https://alliedpayment.com,3,12,Unattributed VC - III,2024-01-09,,2021,9.11,13.0,,5.0
Curve,https://curve.com,34,12,Series D,2024-06-24,2021-05,,1266.0,13.0,840.47,
Rewind,https://rewind.com,9,2,Series B,2021-09-15,,,80.0,65.0,,
Inspectorio,https://inspectorio.com,10,9,Series B,2022-01-31,,,65.82,50.0,,
Daybreak Health,https://daybreakhealth.com,9,4,Series B,2023-08-08,,,24.93,13.0,,
MadeRight Technology Group,https://maderight.com,2,2,Seed VC,2015-07-21,,,0.12,13.0,,
Dinie,https://dinie.com,12,8,Incubator/Accelerator - IV,2023-05-25,2022-08,,4.59,13.0,9.0,
Candid Health,https://joincandidhealth.com,5,5,Series B,2024-09-11,,,29.15,29.0,,
GEEIQ,https://geeiq.com,5,5,Series A,2023-09-19,,,8.2,8.2,,
Tabby,https://tabby.ai,23,12,Debt - IV,2023-12-21,2023-11,,1644.0,700.0,1500.0,
Cavelo,https://cavelo.com,3,4,Seed VC - III,2023-10-01,,,4.65,3.63,,
Arcturus,https://arcturussecurity.com,1,5,Acquired,2018-01-01,,,26.0,13.0,,
Niobium Microsystems,https://niobiummicrosystems.com,7,3,Seed VC,2024-01-05,,,5.59,5.5,,
Soulbound,https://soulbound.gg,17,3,Seed,2024-08-19,,,7.6,4.0,,
SEEQC,https://seeqc.com,12,7,Grant - III,2024-04-11,,,39.02,0.2,,
Nest Collaborative,https://nestcollaborative.com,8,5,Series A,2024-01-19,,,10.46,6.0,,
WhyLabs,https://whylabs.ai,6,3,Series A,2021-11-04,,,14.0,10.0,,
TinyBird,https://tinybird.fr,8,7,Angel,2023-04-20,,,3.28,0.33,,
ChannelEngine,https://channelengine.com,5,3,Series B,2022-03-15,,,57.29,50.0,,
Tacto,https://tacto.ai,12,5,Series B,2023-12-12,,,59.81,53.96,,
Cynomi,https://cynomi.com,9,4,Series A,2024-04-16,2023-04,,24.0,20.0,20.0,
Tennr,https://tennr.com,6,3,Series A,2024-03-26,,,21.75,18.0,,
Khazna,https://khazna.app,14,7,Series A,2022-03-31,,,38.7,10.0,,
MarketMuse,https://marketmuse.com,13,8,Acquired,2024-10-08,,,5.48,13.0,,
Incredible Health,https://incrediblehealth.com,16,5,Series B,2022-08-17,,,98.08,80.0,,
Thirdweb,https://thirdweb.com,17,2,Series A,2022-08-25,,,29.0,24.0,,
Mercy BioAnalytics,https://mercybio.com,11,2,Series A,2023-04-03,,,68.28,41.0,,
GPTZero,https://gptzero.me,10,2,Series A,2024-06-13,,,13.5,10.0,,
Connected Cannabis,https://connectedcannabisco.com,4,3,Debt,2021-04-14,,,55.0,30.0,,
Produze,https://produze.com,6,1,Seed VC,2022-08-09,,,2.6,2.6,,
Kea,https://keamedicals.com,2,2,Seed,2018-12-13,,,0.12,0.12,,
Irys Photographie,https://irysphotographie.com,1,5,Incubator/Accelerator,,,,26.0,13.0,,
Sorbet,https://sorbet.co.za,2,5,Acquired - II,2022-11-24,2017-07,,26.0,13.0,9.0,
Meetcaregivers,https://meetcaregivers.com,11,8,Series A,2023-07-27,,,3.74,2.24,,
LogRocket,https://logrocket.com,3,4,Series C,2022-06-21,,,55.0,25.0,,
Pura,https://puraindonesia.com,1,5,Incubator/Accelerator,2020-06-17,,,26.0,13.0,,
Mindtickle,https://mindtickle.com,11,7,Unattributed VC,2023-04-01,2021-08,2020,281.3,13.0,1200.0,30.0
Boulevard,https://joinblvd.com,8,4,Series C,2022-08-10,,,108.0,70.0,,
The Boring Company,https://boringcompany.com,12,4,Series C,2022-04-20,2019-07,,907.52,675.0,920.0,
Slate,https://slatemilk.com,7,6,Series A - III,2024-09-05,,,31.51,9.58,,
Runway,https://runway.com,12,4,Series A,2023-07-17,,,32.0,27.5,,
GetMega,https://getmega.com,4,2,Series B,2021-09-09,,,24.0,15.0,,
Skyven Technologies,https://skyven.co,5,3,Grant,2024-03-25,,,4.0,13.0,,
Checkerspot,https://checkerspot.com,15,6,Series C,2022-09-28,,,109.46,55.0,,
Hike,https://hike.in,24,10,Unattributed VC - II,2022-05-06,,,261.0,13.0,,
Bigleaf Networks,https://bigleaf.net,11,10,Unattributed - II,2023-10-22,,,32.78,5.02,,
Cylib,https://cylib.de,17,5,Series A,2024-05-15,,,71.62,59.55,,
Y42,https://y42.com,5,3,Incubator/Accelerator,2022-01-01,2021-10,2021,33.9,13.0,181.0,1.2
UniPlaces,https://uniplaces.com,9,6,Growth Equity,2019-06-17,,,29.4,0.5,,
Posh,https://posh.ai,10,7,Series B,2024-06-12,,,27.8,13.0,,
TurbineOne,https://turbineone.com,4,2,Series A,2024-03-27,,,18.0,15.0,,
Swift Navigation,https://swiftnav.com,22,8,Series D,2022-10-18,,,199.2,100.0,,
Bodyport,https://bodyport.com,4,3,Series A,2020-08-11,,,13.82,11.2,,
Shinesty,https://shinesty.com,7,9,Series A - V,2020-06-18,,,10.63,0.6,,
Selma Finance,https://selma.com,11,6,Angel - II,2023-06-11,,,12.5,1.44,,
SparkMeter,https://sparkmeter.io,16,7,Series A - III,2023-11-29,,,31.04,5.0,,
Patchwork,https://patchwork.health,10,7,Incubator/Accelerator - III,2024-03-19,,,33.25,13.0,,
Proximie,https://proximie.com,17,6,Incubator/Accelerator - II,2023-03-27,,,120.0,13.0,,
SPEC,https://spec-ltd.com,1,5,Acq - Fin,2018-01-08,,,26.0,13.0,,
Coral Care,https://joincoralcare.com,8,2,Seed VC,2024-09-19,,,6.5,5.2,,
Spinny,https://spinny.com,21,10,Series E - II,2021-12-15,2021-11,,515.9,13.0,1750.0,
Swiftmile,https://swiftmile.com,6,10,Series A,2020-07-08,,,6.19,5.0,,
Antidote Health,https://antidotehealth.ai,6,4,Angel,2022-08-10,,,34.01,13.0,,
Inato,https://inato.com,9,3,Series A - II,2023-03-29,,,36.83,21.29,,
Xorlab,https://xorlab.com,7,6,Series A,2021-10-25,,,9.95,6.63,,
Cymbio,https://cym.bio,11,4,Series B - II,2022-03-24,2021-11,,27.0,13.0,150.0,
AstroForge,https://astroforge.io,14,5,Series A,2024-08-20,,,53.5,40.0,,
Thunkable,https://thunkable.com,11,3,Series B,2022-03-01,,,33.3,30.0,,
Tempo,https://heytempo.com,6,3,Series A - II,2020-06-28,,,10.58,6.9,,
CallRail,https://callrail.com,10,4,Series B,2020-11-30,2017-09,2015,147.92,56.0,160.0,6.3
Cloudsmith,https://cloudsmith.com,13,5,Series A - II,2023-11-27,,,28.72,11.0,,
ReturnGO,https://returngo.ai,12,3,Seed VC - II,2023-11-07,,,11.3,4.8,,
Anumana,https://anumana.ai,1,2,Unattributed,2022-11-17,,,32.0,32.0,,
ZET,https://zetapp.in,32,6,Series A,2022-03-31,,,19.0,13.0,,
Qumulo,https://qumulo.com,12,7,Series E,2020-07-16,,,345.5,125.0,,
Protai,https://protai.bio,3,2,Seed VC - II,2023-03-15,,,20.0,12.0,,
CybSafe,https://cybsafe.com,7,5,Series B,2022-06-06,,,40.5,28.0,,
Joy,https://joyapp.io,2,5,Seed,2022-12-01,,,26.0,13.0,,
Cryptio,https://cryptio.co,10,2,Series A,2022-06-06,,,11.2,10.0,,
Vital,https://vital.education,1,5,Incubator/Accelerator,2017-07-11,,,26.0,13.0,,
BaubleBar,https://baublebar.com,12,4,Series C,2016-01-21,,,35.6,20.0,,
Qohash,https://qohash.com,6,5,Series B,2024-04-24,,,23.38,12.68,,
Cellares,https://cellares.com,8,3,Series C,2023-08-23,,,355.0,255.0,,
Thriva,https://thriva.co,9,4,Series A - II,2020-05-22,,,14.14,4.87,,
Stance,https://stance.com,11,9,Loan,2020-04-10,,,158.07,3.5,,
2trde,https://2trde.com,7,3,Seed VC - II,2022-03-09,,,10.58,7.75,,
Perlego,https://perlego.com,17,9,Series C,2024-10-07,2022-03,,85.02,20.0,276.6,
Homeday,https://homeday.de,7,5,Acquired,2023-06-01,,,68.17,13.0,,
Vedanta Biosciences,https://vedantabio.com,38,16,Grant - V,2024-04-30,,,355.7,3.9,,
Dimension Inx,https://dimensioninx.com,9,4,Series A,2023-02-02,,,18.06,12.0,,
Styra,https://styra.com,6,2,Series B,2021-05-18,,,54.0,40.0,,
Ultimate,https://ultimate.money,9,2,Series A,2022-08-10,,,18.08,12.89,,
DhiWise,https://dhiwise.com,6,4,Incubator/Accelerator,2023-12-09,,,10.0,13.0,,
VEE,https://,1,5,Acquired,2015-04-03,,,26.0,13.0,,
Starburst,https://starburst.io,8,4,Series D,2022-02-09,2021-01,,414.0,250.0,1200.0,
CHEQ,https://cheq.ai,6,3,Series C,2022-02-22,,2019,171.0,150.0,,24.0
Blueheart,https://blueheart.io,3,2,Seed VC - II,2020-07-27,,,1.29,1.29,,
Patronus AI,https://patronus.ai,6,2,Series A,2024-05-22,,,20.0,17.0,,
Main Street Health,https://mainstreetruralhealth.com,9,3,Series C,2023-10-08,,,337.33,315.0,,
Ace Turtle,https://aceturtle.com,11,5,Series B,2023-05-02,,,43.0,34.0,,
Fever,https://feverclubs.com,1,5,Other Investors,,,,26.0,13.0,,
